punto,fecha,CO,NO2,PM10,PM2.5,SO2
CA-ILO-01,2024-10-11,334.20979166666666,6.006363636363636,13.806400000000002,7.8187999999999995,5.170625
CA-ILO-01,2024-10-12,347.52770833333335,5.651304347826087,20.7608,12.208799999999998,4.81551724137931
CA-ILO-01,2024-10-13,366.19854166666664,5.77,23.250833333333333,13.144,7.2638461538461545
CA-ILO-01,2024-10-14,366.2152083333333,5.2295454545454545,19.612173913043478,11.304347826086957,5.54
CA-ILO-01,2024-10-15,356.2345652173913,7.961818181818182,18.0612,9.63625,5.223939393939394
CA-ILO-01,2024-10-16,328.96437499999996,6.00125,15.0832,8.224583333333333,4.725454545454546
CA-ILO-01,2024-10-17,342.154375,6.246521739130435,18.0048,9.627083333333333,5.364285714285714
CA-ILO-01,2024-10-18,347.8825,13.127777777777776,18.0456,9.9264,5.221764705882353
CA-ILO-02,2024-01-01,283.9693617021276,5.6872727272727275,17.8476,11.7784,9.551282051282051
CA-ILO-02,2024-01-02,275.0129166666667,5.2775,15.011666666666665,10.21,26.092195121951217
CA-ILO-02,2024-01-03,270.9168888888889,6.273636363636364,15.216399999999998,10.445,33.39536585365854
CA-ILO-02,2024-01-04,265.9942553191489,6.534090909090909,17.1824,10.6404,13.587391304347825
CA-ILO-02,2024-01-05,269.6127659574468,6.215,34.56458333333334,19.361250000000002,19.44044444444444
CA-ILO-02,2024-01-06,269.6720833333333,4.42,26.4444,17.47458333333333,14.486285714285714
CA-ILO-02,2024-01-07,267.6490909090909,3.798636363636364,10.288,7.389600000000001,7.992777777777778
CA-ILO-02,2024-01-08,282.25166666666667,4.705217391304347,12.5856,8.567916666666667,14.262564102564102
CA-ILO-02,2024-01-09,291.0228260869565,5.533333333333334,18.650833333333335,11.6044,38.66325581395349
CA-ILO-02,2024-01-10,291.24062499999997,5.372083333333333,12.123199999999999,7.3092,14.959285714285713
CA-ILO-02,2024-01-11,292.64027027027026,7.937,28.002499999999998,15.004000000000001,44.825476190476195
CA-ILO-02,2024-01-12,269.19395833333334,5.953913043478261,19.8932,12.7916,15.93829268292683
CA-ILO-02,2024-01-13,272.68191489361703,4.603181818181818,21.133200000000002,14.83,11.717906976744187
CA-ILO-02,2024-01-14,272.138125,4.130869565217392,15.5724,11.2976,14.24175
CA-ILO-02,2024-01-15,276.82895833333333,5.52625,17.3172,12.095999999999998,26.695853658536585
CA-ILO-02,2024-01-16,276.559375,5.416086956521739,17.5872,11.4904,8.482444444444443
CA-ILO-02,2024-01-17,280.55895833333335,5.44625,25.863200000000003,16.5552,8.593684210526316
CA-ILO-02,2024-01-18,293.90791666666667,6.232173913043479,25.212400000000002,16.5212,7.798055555555556
CA-ILO-02,2024-01-19,299.18874999999997,5.180434782608696,15.708,10.6924,10.65
CA-ILO-02,2024-01-20,304.25291666666664,5.635,20.149583333333332,12.3564,15.237045454545454
CA-ILO-02,2024-01-21,307.8595833333333,5.8047826086956515,28.5104,18.2808,17.972954545454545
CA-ILO-02,2024-01-22,305.771914893617,5.742272727272727,42.419200000000004,23.9012,12.871777777777778
CA-ILO-02,2024-01-23,313.3012765957447,5.88625,39.8916,24.3456,19.26369565217391
CA-ILO-02,2024-01-24,311.5488888888889,5.336363636363637,19.4136,13.4232,11.833953488372094
CA-ILO-02,2024-01-25,297.5491666666667,6.954761904761905,25.3252,17.0088,39.20888888888889
CA-ILO-02,2024-01-26,311.92625,6.105909090909091,27.336,18.1956,26.65195652173913
CA-ILO-02,2024-01-27,303.2431914893617,4.817083333333334,16.154,10.691600000000001,8.789772727272727
CA-ILO-02,2024-01-28,304.98770833333333,4.763181818181819,24.8572,16.1308,15.209148936170214
CA-ILO-02,2024-01-29,302.97812500000003,4.330909090909091,23.4948,15.1532,15.476585365853659
CA-ILO-02,2024-01-30,313.9544680851064,5.228,40.330799999999996,24.9692,10.017317073170732
CA-ILO-02,2024-01-31,320.68783783783783,5.052272727272728,29.820416666666663,18.11791666666667,11.96075
CA-ILO-02,2024-02-01,308.1665957446809,4.632727272727273,24.059583333333332,14.767083333333334,10.79046511627907
CA-ILO-02,2024-02-02,314.58872340425535,4.673333333333333,32.8896,18.914,10.958857142857143
CA-ILO-02,2024-02-03,323.114375,4.606086956521739,45.396,26.946399999999997,24.964375
CA-ILO-02,2024-02-04,337.67312499999997,4.725,34.2316,18.9392,11.819999999999999
CA-ILO-02,2024-02-29,274.8373913043478,5.33,16.001199999999997,11.034,22.295454545454547
CA-ILO-02,2024-03-01,271.208125,5.339166666666666,19.354400000000002,13.2764,17.64
CA-ILO-02,2024-03-02,280.2472916666667,5.8175,28.184,20.449583333333333,17.729166666666668
CA-ILO-02,2024-03-03,287.3917021276596,4.814761904761904,30.450416666666666,20.7812,16.383958333333332
CA-ILO-02,2024-03-04,293.014347826087,5.94125,18.220399999999998,12.927999999999999,25.83066666666667
CA-ILO-02,2024-03-05,267.96875,5.046521739130435,17.99,12.660000000000002,26.766222222222222
CA-ILO-02,2024-03-06,266.5842553191489,6.165416666666666,19.4964,13.225833333333334,17.483999999999998
CA-ILO-02,2024-03-07,259.03978260869565,5.156521739130435,17.383599999999998,12.298,25.52441860465116
CA-ILO-02,2024-03-08,264.6887234042553,5.045833333333333,13.5776,9.8748,9.353846153846154
CA-ILO-02,2024-03-09,291.315,5.919130434782608,21.954583333333332,15.777083333333332,16.666097560975608
CA-ILO-02,2024-03-10,295.769375,4.556956521739131,16.5148,12.095416666666667,14.422666666666666
CA-ILO-02,2024-03-11,298.9483333333333,4.99,13.220799999999999,10.383199999999999,14.855
CA-ILO-02,2024-03-12,309.8097916666667,4.925652173913043,15.3764,12.060799999999999,9.040697674418604
CA-ILO-02,2024-03-13,322.735,5.856521739130434,18.352,13.250833333333333,15.881521739130434
CA-ILO-02,2024-03-14,291.13162162162166,8.44,28.807826086956524,21.100454545454543,13.68609756097561
CA-ILO-02,2024-03-15,252.11791666666667,6.369545454545454,23.3772,17.262,26.93782608695652
CA-ILO-02,2024-03-16,272.60833333333335,7.41,29.790399999999998,22.3068,19.70108695652174
CA-ILO-02,2024-03-17,279.43854166666665,5.910416666666666,17.907083333333333,14.165833333333332,16.867346938775512
CA-ILO-02,2024-03-18,283.903125,7.434545454545455,17.210416666666667,14.374,22.80744680851064
CA-ILO-02,2024-03-19,296.90319148936175,6.525833333333334,14.5676,12.6404,23.44191489361702
CA-ILO-02,2024-03-20,296.6723404255319,6.40391304347826,11.1284,9.39,30.597045454545455
CA-ILO-02,2024-03-21,273.18833333333333,6.208095238095238,7.619199999999999,6.6928,47.08093023255814
CA-ILO-02,2024-03-22,287.73148936170213,6.441739130434782,5.851666666666667,5.327999999999999,20.510625
CA-ILO-02,2024-03-23,304.81659574468085,6.353750000000001,6.0532,5.833333333333333,28.831458333333334
CA-ILO-02,2024-03-24,303.8433333333333,6.621666666666667,5.9144000000000005,5.475833333333334,16.96217391304348
CA-ILO-02,2024-03-25,290.5468085106383,7.755416666666666,5.1188,4.7868,12.366875
CA-ILO-02,2024-03-26,291.768125,7.232380952380952,6.216818181818183,4.6634782608695655,10.254285714285714
CA-ILO-02,2024-03-27,279.9241666666667,6.833636363636364,31.8308,16.472,23.195416666666663
CA-ILO-02,2024-03-28,289.25104166666665,5.584545454545455,25.6144,16.3276,18.391136363636363
CA-ILO-02,2024-03-29,286.4014583333333,5.1408695652173915,30.764400000000002,20.534583333333334,20.538260869565217
